date,country,currency,amount
2019-10-22,United Kingdom,GBP,41530
2019-10-22,Austria,USD,36715
2019-10-22,Latvia,GBP,59131
2019-10-22,United States of America,CAD,71730
2019-10-22,United States of America,USD,89533
2019-10-22,Chile,GBP,14130
2019-10-22,Belgium,GBP,41746
2019-10-22,United Arab Emirates,EUR,62871
2019-10-22,South Africa,CAD,4420
2019-10-22,United States of America,AUD,8153
2019-10-22,Italy,AUD,82460
2019-10-22,United Arab Emirates,AUD,97525
2019-10-22,Austria,CAD,21243
2019-10-22,Australia,USD,85797
2019-10-22,Latvia,USD,9983
2019-10-22,Qatar,EUR,72539
2019-10-22,Latvia,USD,25460
2019-10-22,Latvia,CAD,19143
2019-10-22,Chile,EUR,84230
2019-10-22,Italy,CAD,18077
2019-10-22,Italy,EUR,50111
2019-10-22,Italy,AUD,57048
2019-10-22,Latvia,AUD,12490
2019-10-22,Australia,AUD,89705
2019-10-22,Austria,EUR,80658
2019-10-22,United States of America,EUR,69596
2019-10-22,Qatar,CAD,7688
2019-10-22,Qatar,CAD,3984
2019-10-22,South Africa,EUR,24555
2019-10-22,Italy,EUR,77505
2019-10-22,Chile,GBP,31593
2019-10-22,Qatar,EUR,62953
2019-10-22,South Africa,EUR,81907
2019-10-22,United Arab Emirates,USD,22654
2019-10-22,Latvia,AUD,79534
2019-10-22,Latvia,GBP,31074
2019-10-22,United Kingdom,EUR,58215
2019-10-22,United Arab Emirates,AUD,19426
2019-10-22,Italy,GBP,45281
2019-10-22,Italy,AUD,76047
2019-10-22,United Kingdom,GBP,88189
2019-10-22,Italy,USD,64524
2019-10-22,Australia,CAD,36745
2019-10-22,Austria,AUD,69955
2019-10-22,Chile,AUD,53210
2019-10-22,Australia,EUR,97276
2019-10-22,Italy,AUD,68337
2019-10-22,Italy,CAD,70108
2019-10-22,Qatar,EUR,95924
2019-10-22,Latvia,EUR,43707
2019-10-22,Qatar,AUD,74934
2019-10-22,Belgium,GBP,78633
2019-10-22,Belgium,CAD,61689
2019-10-22,Latvia,EUR,43531
2019-10-22,Italy,USD,19141
2019-10-22,United States of America,AUD,86633
2019-10-22,Australia,CAD,33602
2019-10-22,South Africa,GBP,91758
2019-10-22,United States of America,AUD,3681
2019-10-22,Latvia,AUD,32795
2019-10-22,Qatar,EUR,31225
2019-10-22,Qatar,AUD,1439
2019-10-22,Latvia,GBP,8746
2019-10-22,United States of America,USD,15633
2019-10-22,Latvia,EUR,86632
2019-10-22,South Africa,CAD,95026
2019-10-22,United States of America,GBP,28209
2019-10-22,South Africa,CAD,75714
2019-10-22,Austria,GBP,4714
2019-10-22,Latvia,EUR,62805
2019-10-22,Chile,AUD,25322
2019-10-22,Belgium,GBP,468
2019-10-22,South Africa,USD,20285
2019-10-22,Italy,USD,88501
2019-10-22,Latvia,EUR,4943
2019-10-22,Belgium,AUD,77308
2019-10-22,Qatar,EUR,40405
2019-10-22,United Arab Emirates,GBP,57456
2019-10-22,United States of America,GBP,69517
2019-10-22,Belgium,EUR,64026
2019-10-22,Italy,GBP,55811
2019-10-22,Italy,EUR,69472
2019-10-22,United Kingdom,GBP,275
2019-10-22,United Kingdom,GBP,32961
2019-10-22,Austria,EUR,75625
2019-10-22,Latvia,EUR,74865
2019-10-22,Austria,CAD,74159
2019-10-22,Latvia,USD,41598
2019-10-22,Chile,AUD,61346
2019-10-22,Belgium,AUD,81700
2019-10-22,United Kingdom,GBP,53464
2019-10-22,Australia,GBP,4475
2019-10-22,Austria,GBP,13405
2019-10-22,Latvia,EUR,80512
2019-10-22,United Arab Emirates,EUR,97135
2019-10-22,United States of America,AUD,4577
2019-10-22,Chile,AUD,38267
2019-10-22,Qatar,CAD,92768
2019-10-22,Latvia,CAD,49028
2019-10-22,United States of America,AUD,47203
2019-10-22,Belgium,GBP,15006
2019-10-22,United States of America,CAD,87903
2019-10-22,United States of America,CAD,2249
2019-10-22,Italy,EUR,71467
2019-10-22,United States of America,AUD,96621
2019-10-22,South Africa,CAD,95793
2019-10-22,Italy,CAD,90379
2019-10-22,Australia,GBP,53341
2019-10-22,United Arab Emirates,AUD,73065
2019-10-22,Austria,AUD,37351
2019-10-22,Belgium,USD,14699
2019-10-22,Chile,EUR,89020
2019-10-22,Latvia,USD,57986
2019-10-22,United Kingdom,AUD,21315
2019-10-22,Belgium,EUR,68870
2019-10-22,Italy,GBP,22962
2019-10-22,Latvia,USD,32134
2019-10-22,United Arab Emirates,CAD,44981
2019-10-22,United Kingdom,USD,77050
2019-10-22,Belgium,AUD,40793
2019-10-22,Latvia,AUD,84129
2019-10-22,Chile,AUD,22806
2019-10-22,Latvia,USD,62926
2019-10-22,Italy,CAD,81590
2019-10-22,Italy,AUD,47563
2019-10-22,Chile,EUR,3506
2019-10-22,Australia,EUR,92071
2019-10-22,United States of America,EUR,85681
2019-10-22,United Arab Emirates,USD,609
2019-10-22,Qatar,CAD,32240
2019-10-22,United Kingdom,GBP,27256
2019-10-22,Qatar,GBP,18887
2019-10-22,United Kingdom,AUD,95624
2019-10-22,Qatar,AUD,52761
2019-10-22,South Africa,EUR,45464
2019-10-22,United States of America,AUD,35404
2019-10-22,Qatar,AUD,11535
2019-10-22,Italy,AUD,79680
2019-10-22,Qatar,AUD,41859
2019-10-22,Italy,CAD,49048
2019-10-22,Chile,AUD,48857
2019-10-22,United States of America,CAD,16905
2019-10-22,Chile,AUD,81066
2019-10-22,United Kingdom,USD,14603
2019-10-22,United Kingdom,CAD,43015
2019-10-22,United Arab Emirates,GBP,40904
2019-10-22,Italy,EUR,88362
2019-10-22,Italy,AUD,52968
2019-10-22,United States of America,GBP,39272
2019-10-22,Belgium,EUR,19739
2019-10-22,South Africa,USD,14942
2019-10-22,Chile,CAD,4757
2019-10-22,Qatar,USD,33121
2019-10-22,United Kingdom,GBP,174
2019-10-22,United Arab Emirates,GBP,27709
2019-10-22,Austria,EUR,39224
2019-10-22,Italy,CAD,32953
2019-10-22,South Africa,AUD,65522
2019-10-22,Austria,AUD,48442
2019-10-22,United States of America,CAD,20000
2019-10-22,South Africa,USD,63095
2019-10-22,United Kingdom,EUR,11387
2019-10-22,Italy,GBP,5793
2019-10-22,South Africa,EUR,49191
2019-10-22,Chile,GBP,60213
2019-10-22,Latvia,CAD,2198
2019-10-22,South Africa,AUD,88447
2019-10-22,Australia,GBP,42967
2019-10-22,Australia,AUD,65091
2019-10-22,Austria,CAD,65363
2019-10-22,Australia,AUD,869
2019-10-22,United Kingdom,EUR,21353
2019-10-22,Chile,CAD,23356
2019-10-22,Belgium,CAD,36217
2019-10-22,Belgium,EUR,58577
2019-10-22,South Africa,GBP,20941
2019-10-22,South Africa,AUD,8505
2019-10-22,Chile,EUR,34075
2019-10-22,United States of America,CAD,14615
2019-10-22,South Africa,CAD,26081
2019-10-22,United Arab Emirates,USD,51679
2019-10-22,Latvia,EUR,27740
2019-10-22,Chile,AUD,28603
2019-10-22,Austria,EUR,38432
2019-10-22,Latvia,CAD,88876
2019-10-22,United Kingdom,USD,56917
2019-10-22,Austria,GBP,15653
2019-10-22,United Kingdom,EUR,19626
2019-10-22,South Africa,GBP,50359
2019-10-22,Qatar,USD,61821
2019-10-22,Australia,USD,69304
2019-10-22,United States of America,AUD,62310
2019-10-22,Latvia,GBP,19138
2019-10-22,United States of America,CAD,93766
2019-10-22,Austria,GBP,81554
2019-10-22,United Arab Emirates,CAD,50965
2019-10-22,Qatar,EUR,69365
2019-10-22,United States of America,USD,1498
2019-10-22,United Arab Emirates,USD,12728
2019-10-22,Chile,GBP,73690
2019-10-22,South Africa,CAD,15259
2019-10-22,United States of America,AUD,71025
2019-10-22,Chile,CAD,6601
2019-10-22,United Arab Emirates,EUR,91003
2019-10-22,United Kingdom,AUD,48491
2019-10-22,Austria,CAD,43164
2019-10-22,Australia,CAD,72901
2019-10-22,Chile,USD,19519
2019-10-22,Australia,USD,16840
2019-10-22,South Africa,AUD,46406
2019-10-22,United Kingdom,EUR,87412
2019-10-22,Latvia,GBP,43472
2019-10-22,United Kingdom,GBP,81981
2019-10-22,Chile,EUR,53334
2019-10-22,Belgium,EUR,83259
2019-10-22,United Kingdom,EUR,55543
2019-10-22,Australia,CAD,27555
2019-10-22,South Africa,CAD,16701
2019-10-22,United States of America,USD,19951
2019-10-22,United Arab Emirates,CAD,7923
2019-10-22,Chile,EUR,4710
2019-10-22,South Africa,EUR,42009
2019-10-22,United Kingdom,EUR,10622
2019-10-22,Qatar,GBP,71411
2019-10-22,Australia,GBP,58997
2019-10-22,South Africa,AUD,73303
2019-10-22,United Arab Emirates,GBP,24090
2019-10-22,Austria,USD,81134
2019-10-22,Qatar,CAD,94037
2019-10-22,Qatar,AUD,21410
2019-10-22,South Africa,USD,39900
2019-10-22,Australia,GBP,13692
2019-10-22,United Arab Emirates,EUR,71715
2019-10-22,Austria,AUD,30975
2019-10-22,Italy,AUD,60580
2019-10-22,South Africa,CAD,70171
2019-10-22,Italy,EUR,89290
2019-10-22,United Arab Emirates,EUR,29088
2019-10-22,Australia,EUR,25620
2019-10-22,United States of America,AUD,85259
2019-10-22,Italy,GBP,36852
2019-10-22,Austria,AUD,57347
2019-10-22,United Arab Emirates,EUR,38989
2019-10-22,Austria,CAD,35375
2019-10-22,Belgium,CAD,55872
2019-10-22,United Arab Emirates,EUR,26355
2019-10-22,Italy,CAD,92639
2019-10-22,United Kingdom,AUD,57990
2019-10-22,United Kingdom,GBP,48204
2019-10-22,Latvia,EUR,52799
2019-10-22,Belgium,GBP,77447
2019-10-22,Qatar,CAD,831
2019-10-22,South Africa,GBP,11919
2019-10-22,Belgium,EUR,18659
2019-10-22,Italy,GBP,70831
2019-10-22,Italy,EUR,32901
2019-10-22,United States of America,GBP,15685
2019-10-22,United States of America,CAD,22204
2019-10-22,Austria,CAD,91233
2019-10-22,South Africa,USD,57113
2019-10-22,Belgium,GBP,75124
2019-10-22,Austria,USD,74830
2019-10-22,Italy,USD,78725
2019-10-22,Belgium,USD,69172
2019-10-22,Qatar,USD,94323
2019-10-22,United Arab Emirates,CAD,66087
2019-10-22,Latvia,AUD,5463
2019-10-22,Qatar,AUD,78345
2019-10-22,Italy,GBP,47541
2019-10-22,South Africa,CAD,18048
2019-10-22,Australia,AUD,12250
2019-10-22,Qatar,EUR,53009
2019-10-22,United Arab Emirates,AUD,6867
2019-10-22,United Kingdom,AUD,9515
2019-10-22,Latvia,USD,59932
2019-10-22,Belgium,USD,67494
2019-10-22,South Africa,GBP,3063
2019-10-22,Austria,GBP,93319
2019-10-22,Latvia,GBP,64725
2019-10-22,Belgium,USD,21590
2019-10-23,Italy,EUR,79830
2019-10-23,Italy,EUR,7309
2019-10-23,Italy,EUR,23067
2019-10-23,United Arab Emirates,AUD,92569
2019-10-23,Australia,USD,93534
2019-10-23,Qatar,GBP,7000
2019-10-23,South Africa,GBP,44744
2019-10-23,United States of America,AUD,32335
2019-10-23,United Kingdom,CAD,87139
2019-10-23,Australia,EUR,90862
2019-10-23,Austria,GBP,67078
2019-10-23,Qatar,USD,19134
2019-10-23,Austria,AUD,37215
2019-10-23,South Africa,AUD,48450
2019-10-23,United States of America,GBP,75040
2019-10-23,Latvia,USD,89883
2019-10-23,United States of America,AUD,93730
2019-10-23,United Arab Emirates,USD,45534
2019-10-23,United Arab Emirates,CAD,91316
2019-10-23,United Kingdom,GBP,82201
2019-10-23,United Kingdom,CAD,77420
2019-10-23,Chile,GBP,66949
2019-10-23,United Arab Emirates,GBP,60495
2019-10-23,United States of America,GBP,13950
2019-10-23,South Africa,AUD,88822
2019-10-23,Latvia,AUD,78840
2019-10-23,South Africa,CAD,76266
2019-10-23,Italy,GBP,2527
2019-10-23,Chile,EUR,12064
2019-10-23,Italy,GBP,11094
2019-10-23,Latvia,EUR,72536
2019-10-23,Qatar,CAD,90821
2019-10-23,South Africa,CAD,47441
2019-10-23,Chile,GBP,6417
2019-10-23,Chile,CAD,93523
2019-10-23,United Arab Emirates,USD,69927
2019-10-23,Belgium,EUR,13989
2019-10-23,Austria,USD,87396
2019-10-23,United Arab Emirates,EUR,29216
2019-10-23,South Africa,AUD,41310
2019-10-23,United Arab Emirates,USD,55766
2019-10-23,Italy,USD,38317
2019-10-23,United States of America,GBP,95632
2019-10-23,Australia,AUD,25825
2019-10-23,Chile,CAD,36976
2019-10-23,Italy,USD,34965
2019-10-23,United Arab Emirates,USD,95387
2019-10-23,United Kingdom,AUD,76790
2019-10-23,Chile,CAD,40440
2019-10-23,Italy,AUD,46558
2019-10-23,Belgium,GBP,28522
2019-10-23,Australia,AUD,61988
2019-10-23,United Kingdom,USD,3948
2019-10-23,United States of America,USD,24256
2019-10-23,United Kingdom,AUD,26919
2019-10-23,United Arab Emirates,GBP,49390
2019-10-23,United Kingdom,USD,80432
2019-10-23,South Africa,USD,3897
2019-10-23,United States of America,EUR,50039
2019-10-23,Latvia,AUD,41150
2019-10-23,Austria,CAD,62948
2019-10-23,Austria,EUR,84897
2019-10-23,United Arab Emirates,GBP,6089
2019-10-23,Italy,USD,79775
2019-10-23,United Kingdom,CAD,79417
2019-10-23,Latvia,CAD,51676
2019-10-23,United States of America,EUR,27424
2019-10-23,United Kingdom,GBP,78472
2019-10-23,Qatar,AUD,51875
2019-10-23,South Africa,CAD,74127
2019-10-23,Belgium,GBP,60876
2019-10-23,Austria,USD,53619
2019-10-23,Australia,GBP,39778
2019-10-23,Italy,USD,97730
2019-10-23,Belgium,EUR,48925
2019-10-23,United States of America,AUD,94896
2019-10-23,Latvia,CAD,10438
2019-10-23,United Arab Emirates,CAD,6414
2019-10-23,Latvia,CAD,25889
2019-10-23,United Kingdom,AUD,97542
2019-10-23,Chile,GBP,28908
2019-10-23,United Kingdom,AUD,30474
2019-10-23,Italy,CAD,62049
2019-10-23,Australia,USD,91574
2019-10-23,United Arab Emirates,USD,78700
2019-10-23,Austria,USD,94132
2019-10-23,Chile,EUR,44335
2019-10-23,Italy,USD,53718
2019-10-23,Qatar,USD,8204
2019-10-23,Belgium,USD,82862
2019-10-23,United States of America,EUR,85596
2019-10-23,Latvia,EUR,49632
2019-10-23,South Africa,AUD,2622
2019-10-23,South Africa,USD,79193
2019-10-23,Austria,USD,22844
2019-10-23,United Arab Emirates,USD,66991
2019-10-23,Qatar,AUD,94868
2019-10-23,Austria,USD,59025
2019-10-23,Qatar,CAD,92325
2019-10-23,United Kingdom,AUD,82169
2019-10-23,Italy,GBP,35113
2019-10-23,Chile,AUD,95001
2019-10-23,Australia,AUD,16895
2019-10-23,Australia,CAD,54365
2019-10-23,United Kingdom,EUR,9344
2019-10-23,Austria,USD,17252
2019-10-23,United Arab Emirates,CAD,61895
2019-10-23,United Arab Emirates,CAD,12944
2019-10-23,South Africa,EUR,31478
2019-10-23,Austria,GBP,7837
2019-10-23,South Africa,AUD,32725
2019-10-23,United Arab Emirates,CAD,71336
2019-10-23,Latvia,EUR,66500
2019-10-23,Austria,EUR,43645
2019-10-23,Italy,USD,32554
2019-10-23,Latvia,CAD,83428
2019-10-23,Belgium,GBP,62114
2019-10-23,Belgium,CAD,53862
2019-10-23,Qatar,GBP,52546
2019-10-23,South Africa,CAD,12846
2019-10-23,Qatar,USD,11798
2019-10-23,United Arab Emirates,AUD,35689
2019-10-23,Belgium,CAD,238
2019-10-23,Belgium,CAD,49793
2019-10-23,Latvia,EUR,95507
2019-10-23,South Africa,USD,94380
2019-10-23,United States of America,AUD,50339
2019-10-23,United Kingdom,CAD,46261
2019-10-23,Qatar,AUD,47797
2019-10-23,Chile,CAD,3570
2019-10-23,United Kingdom,GBP,52541
2019-10-23,United Arab Emirates,AUD,82631
2019-10-23,Italy,AUD,63596
2019-10-23,United Kingdom,GBP,98232
2019-10-23,Latvia,CAD,49181
2019-10-23,South Africa,AUD,53823
2019-10-23,United Kingdom,CAD,96733
2019-10-23,Italy,USD,73125
2019-10-23,South Africa,USD,76181
2019-10-23,South Africa,USD,36952
2019-10-23,Italy,GBP,59784
2019-10-23,United Kingdom,GBP,32441
2019-10-23,Chile,EUR,12598
2019-10-23,Belgium,CAD,4486
2019-10-23,Italy,GBP,56561
2019-10-23,Austria,GBP,42103
2019-10-23,United States of America,USD,48545
2019-10-23,South Africa,CAD,25928
2019-10-23,South Africa,USD,89118
2019-10-23,Qatar,EUR,2097
2019-10-23,Belgium,EUR,74764
2019-10-23,United Arab Emirates,GBP,33154
2019-10-23,Qatar,EUR,9740
2019-10-23,Qatar,EUR,23190
2019-10-23,United Arab Emirates,EUR,53664
2019-10-23,Latvia,GBP,14171
2019-10-23,Chile,AUD,83663
2019-10-23,United States of America,USD,61128
2019-10-23,Belgium,AUD,40598
2019-10-23,South Africa,AUD,12902
2019-10-23,Italy,USD,36366
2019-10-23,United Kingdom,AUD,66261
2019-10-23,Chile,GBP,60997
2019-10-23,Austria,USD,84710
2019-10-23,Latvia,USD,65488
2019-10-23,Chile,GBP,88481
2019-10-23,Belgium,EUR,67567
2019-10-23,Latvia,CAD,62901
2019-10-23,Italy,GBP,70370
2019-10-23,Austria,GBP,59385
2019-10-23,Australia,USD,22053
2019-10-23,Chile,USD,34251
2019-10-23,United Kingdom,CAD,25169
