date,country,currency,amount
2019-10-01,Australia,CAD,9779
2019-10-01,Belgium,AUD,29702
2019-10-01,Italy,EUR,91973
2019-10-01,United Kingdom,GBP,899
2019-10-01,Chile,EUR,41078
2019-10-01,Italy,AUD,10458
2019-10-01,South Africa,USD,55065
2019-10-01,Australia,AUD,5845
2019-10-01,United States of America,EUR,52124
2019-10-01,United Kingdom,EUR,29524
2019-10-01,Italy,GBP,31357
2019-10-01,Qatar,CAD,83114
2019-10-01,Latvia,CAD,39441
2019-10-01,Australia,EUR,45876
2019-10-01,Qatar,CAD,29688
2019-10-01,Chile,CAD,61421
2019-10-01,Qatar,AUD,8292
2019-10-01,South Africa,CAD,48609
2019-10-01,Italy,AUD,64453
2019-10-01,Latvia,EUR,73734
2019-10-01,United States of America,AUD,76784
2019-10-01,United States of America,CAD,2470
2019-10-01,Australia,EUR,39354
2019-10-01,United States of America,USD,75856
2019-10-01,South Africa,USD,68426
2019-10-01,Austria,CAD,40283
2019-10-01,Belgium,CAD,74739
2019-10-01,Austria,EUR,54780
2019-10-01,Qatar,EUR,85515
2019-10-01,United States of America,CAD,53573
2019-10-01,Austria,EUR,10986
2019-10-01,United Kingdom,USD,41523
2019-10-01,Qatar,USD,27956
2019-10-01,Chile,USD,88634
2019-10-01,United States of America,CAD,208
2019-10-01,Qatar,GBP,62404
2019-10-01,Australia,USD,32822
2019-10-01,Belgium,GBP,98989
2019-10-01,United Kingdom,USD,70016
2019-10-01,Italy,AUD,54445
2019-10-01,Belgium,GBP,6354
2019-10-01,United States of America,AUD,54699
2019-10-01,Italy,EUR,62280
2019-10-01,Australia,AUD,82899
2019-10-01,Chile,GBP,58295
2019-10-01,Belgium,CAD,28576
2019-10-01,Austria,AUD,85081
2019-10-01,Australia,USD,44668
2019-10-01,Australia,CAD,93777
2019-10-01,Qatar,CAD,93386
2019-10-01,Austria,EUR,47129
2019-10-01,United States of America,EUR,12455
2019-10-01,Austria,AUD,9689
2019-10-01,United States of America,CAD,45388
2019-10-01,Chile,GBP,86160
2019-10-01,Latvia,CAD,63425
2019-10-01,Austria,AUD,15635
2019-10-01,Chile,GBP,98888
2019-10-01,Latvia,EUR,14149
2019-10-01,Latvia,CAD,5836
2019-10-01,Austria,EUR,95883
2019-10-01,Australia,USD,27429
2019-10-01,Latvia,EUR,77020
2019-10-01,Latvia,CAD,64608
2019-10-01,Chile,EUR,22346
2019-10-01,United States of America,GBP,81615
2019-10-01,South Africa,USD,93844
2019-10-01,Chile,AUD,37182
2019-10-01,Italy,AUD,38297
2019-10-01,Chile,EUR,46459
2019-10-01,South Africa,EUR,35609
2019-10-01,Latvia,CAD,53475
2019-10-01,Italy,CAD,44748
2019-10-01,Australia,AUD,38546
2019-10-01,Latvia,EUR,6088
2019-10-01,Australia,CAD,75180
2019-10-01,Qatar,EUR,11072
2019-10-01,Belgium,GBP,56394
2019-10-01,United States of America,CAD,8138
2019-10-01,Qatar,AUD,56021
2019-10-01,United Arab Emirates,USD,44830
2019-10-01,United States of America,EUR,45765
2019-10-01,Qatar,AUD,30188
2019-10-01,Austria,CAD,90885
2019-10-01,Belgium,USD,47063
2019-10-01,Austria,AUD,43415
2019-10-01,United Arab Emirates,EUR,7513
2019-10-01,United Arab Emirates,EUR,79942
2019-10-01,South Africa,CAD,88039
2019-10-01,United States of America,CAD,76591
2019-10-01,United Arab Emirates,GBP,55309
2019-10-01,Italy,AUD,72802
2019-10-01,Belgium,USD,6388
2019-10-01,Chile,GBP,17113
2019-10-01,Latvia,AUD,81211
2019-10-01,United Arab Emirates,GBP,62508
2019-10-01,Belgium,AUD,56683
2019-10-01,United States of America,EUR,62230
2019-10-01,Austria,USD,45730
2019-10-01,Qatar,AUD,29904
2019-10-01,Qatar,EUR,90595
2019-10-01,Latvia,EUR,63763
2019-10-01,United Arab Emirates,EUR,47291
2019-10-01,Latvia,AUD,92841
2019-10-01,Qatar,CAD,44417
2019-10-01,United States of America,AUD,35233
2019-10-01,United States of America,CAD,48669
2019-10-01,Italy,GBP,86169
2019-10-01,Belgium,AUD,84830
2019-10-01,United Arab Emirates,USD,65662
2019-10-01,Australia,EUR,69945
2019-10-01,Belgium,AUD,81878
2019-10-01,United Arab Emirates,EUR,99673
2019-10-01,United Arab Emirates,GBP,98604
2019-10-01,United Kingdom,USD,54605
2019-10-01,United States of America,USD,15672
2019-10-01,Italy,GBP,65763
2019-10-01,South Africa,EUR,43304
2019-10-01,Belgium,EUR,89072
2019-10-01,Austria,AUD,22159
2019-10-01,United Arab Emirates,CAD,90151
2019-10-01,Latvia,AUD,68828
2019-10-01,United States of America,AUD,25076
2019-10-01,Chile,USD,73564
2019-10-01,Italy,CAD,50066
2019-10-01,United Kingdom,GBP,60982
2019-10-01,South Africa,GBP,83464
2019-10-01,Belgium,EUR,18254
2019-10-01,Italy,CAD,61590
2019-10-01,Qatar,GBP,68556
2019-10-01,Latvia,AUD,12556
2019-10-01,Qatar,CAD,46321
2019-10-01,United Arab Emirates,USD,78299
2019-10-01,Australia,EUR,93075
2019-10-01,Belgium,USD,39233
2019-10-01,Italy,USD,72548
2019-10-01,Qatar,AUD,37735
2019-10-01,United Kingdom,EUR,24172
2019-10-01,Australia,AUD,20122
2019-10-01,Latvia,AUD,52527
2019-10-01,Austria,CAD,98240
2019-10-01,United States of America,USD,51130
2019-10-01,United Arab Emirates,CAD,84742
2019-10-01,United Kingdom,CAD,95564
2019-10-01,United Arab Emirates,EUR,31765
2019-10-01,Australia,EUR,86786
2019-10-01,United Arab Emirates,USD,3847
2019-10-01,United Arab Emirates,AUD,71493
2019-10-01,South Africa,AUD,15932
2019-10-01,Austria,AUD,59949
2019-10-01,United Arab Emirates,USD,38070
2019-10-01,Latvia,GBP,29533
2019-10-01,United Kingdom,USD,61000
2019-10-01,Chile,GBP,63232
2019-10-01,South Africa,EUR,69898
2019-10-01,Latvia,USD,20088
2019-10-01,United Arab Emirates,USD,32552
2019-10-01,Italy,EUR,20024
2019-10-01,United Arab Emirates,GBP,42706
2019-10-01,Australia,EUR,91454
2019-10-01,Australia,EUR,585
2019-10-01,United Arab Emirates,CAD,86908
2019-10-01,Latvia,AUD,92542
2019-10-01,Qatar,EUR,29694
2019-10-01,United Kingdom,EUR,28861
2019-10-01,United Kingdom,GBP,93173
2019-10-01,Australia,EUR,83548
2019-10-01,Italy,EUR,55257
2019-10-01,South Africa,AUD,76466
2019-10-01,Belgium,GBP,82088
2019-10-01,Italy,CAD,94184
2019-10-01,South Africa,CAD,44238
2019-10-01,Austria,AUD,25592
2019-10-01,Belgium,CAD,59058
2019-10-01,Chile,GBP,81613
2019-10-01,Italy,USD,3562
2019-10-01,Belgium,USD,61528
2019-10-01,Austria,EUR,10453
2019-10-01,United States of America,EUR,71814
2019-10-01,United Arab Emirates,CAD,16363
2019-10-01,United Kingdom,USD,66009
2019-10-01,Chile,CAD,33544
2019-10-01,Chile,GBP,80899
2019-10-01,Australia,EUR,88612
2019-10-01,Austria,CAD,26323
2019-10-01,Italy,AUD,38804
2019-10-01,Chile,EUR,23653
2019-10-01,Italy,AUD,38714
2019-10-01,United Arab Emirates,AUD,70549
2019-10-01,South Africa,CAD,44792
2019-10-01,Belgium,AUD,45746
2019-10-01,Austria,AUD,39321
2019-10-01,United Kingdom,GBP,7819
2019-10-01,Austria,AUD,87346
2019-10-01,Italy,GBP,5131
2019-10-01,Qatar,GBP,67889
2019-10-01,Belgium,EUR,69401
2019-10-01,South Africa,EUR,73341
2019-10-01,Belgium,USD,27828
2019-10-01,Italy,GBP,24782
2019-10-01,Latvia,GBP,62489
2019-10-01,United States of America,EUR,75076
2019-10-01,South Africa,EUR,77691
2019-10-01,United States of America,GBP,42197
2019-10-01,United Kingdom,USD,67515
2019-10-01,Australia,GBP,44215
2019-10-01,United Kingdom,AUD,41003
2019-10-01,United Kingdom,USD,30085
2019-10-01,Latvia,AUD,76727
2019-10-01,South Africa,GBP,56791
2019-10-01,Italy,AUD,66746
2019-10-01,Belgium,AUD,538
2019-10-01,United Arab Emirates,AUD,33105
2019-10-01,Belgium,CAD,83822
2019-10-01,United Arab Emirates,AUD,68042
2019-10-01,United Kingdom,USD,35146
2019-10-01,Austria,CAD,79576
2019-10-01,United Arab Emirates,CAD,99910
2019-10-01,Australia,CAD,25791
2019-10-01,Belgium,CAD,52035
2019-10-01,Italy,CAD,62679
2019-10-01,United Arab Emirates,CAD,36750
2019-10-01,Qatar,AUD,95325
2019-10-01,Qatar,EUR,715
2019-10-01,United States of America,EUR,2931
2019-10-01,Italy,EUR,58355
2019-10-01,Belgium,USD,8026
2019-10-01,Australia,AUD,83247
2019-10-01,United Arab Emirates,AUD,67389
2019-10-01,Latvia,GBP,95722
2019-10-01,Latvia,USD,70603
2019-10-01,Qatar,EUR,27437
2019-10-01,Belgium,CAD,10349
2019-10-01,Italy,CAD,64539
2019-10-01,Chile,AUD,73514
2019-10-01,South Africa,AUD,19295
2019-10-01,Latvia,EUR,20483
2019-10-01,Belgium,EUR,36339
2019-10-01,United Arab Emirates,USD,8972
2019-10-01,South Africa,GBP,92320
2019-10-01,United States of America,GBP,79096
2019-10-01,Latvia,EUR,38425
2019-10-01,United States of America,EUR,59508
2019-10-01,Chile,USD,18908
2019-10-01,Italy,AUD,22857
2019-10-01,Austria,GBP,18654
2019-10-01,Chile,CAD,76722
2019-10-01,United Arab Emirates,CAD,59015
2019-10-01,Belgium,GBP,25163
2019-10-01,Chile,USD,72034
2019-10-01,Chile,USD,33894
2019-10-01,Austria,GBP,9989
2019-10-01,Belgium,EUR,98297
2019-10-01,Belgium,USD,77576
2019-10-01,Belgium,GBP,52077
2019-10-01,United Kingdom,CAD,9155
2019-10-01,Belgium,CAD,27773
2019-10-01,Latvia,USD,44022
2019-10-01,South Africa,USD,78776
2019-10-01,United States of America,USD,56336
2019-10-01,Latvia,EUR,83620
2019-10-01,United States of America,EUR,31323
2019-10-01,Chile,AUD,41210
2019-10-01,Chile,GBP,37533
2019-10-01,Latvia,CAD,90686
2019-10-01,Austria,AUD,24738
2019-10-01,Australia,EUR,3277
2019-10-01,United Kingdom,AUD,99523
2019-10-01,Austria,EUR,94382
2019-10-01,Australia,EUR,377
2019-10-01,Belgium,AUD,98084
2019-10-01,United Kingdom,CAD,46796
2019-10-01,United States of America,USD,36347
2019-10-01,Chile,EUR,12740
2019-10-01,United States of America,EUR,85800
2019-10-01,Austria,CAD,79468
2019-10-01,South Africa,CAD,34875
2019-10-01,United States of America,GBP,9724
2019-10-01,Austria,AUD,90059
2019-10-01,Australia,GBP,32539
2019-10-01,United Arab Emirates,CAD,72345
2019-10-01,Italy,AUD,40098
2019-10-01,Australia,EUR,22754
2019-10-01,United Kingdom,AUD,10835
2019-10-01,United States of America,USD,64229
2019-10-01,Austria,AUD,61462
2019-10-01,United States of America,EUR,48563
2019-10-01,South Africa,USD,82301
2019-10-01,Chile,AUD,84051
2019-10-01,United States of America,EUR,46032
2019-10-01,United States of America,USD,8839
2019-10-01,Latvia,GBP,63313
2019-10-01,Qatar,USD,27662
2019-10-01,United Arab Emirates,EUR,23655
2019-10-01,United States of America,EUR,6104
2019-10-01,Qatar,GBP,42793
2019-10-01,Qatar,GBP,50060
2019-10-01,Chile,USD,11654
2019-10-01,Italy,EUR,85179
2019-10-01,United Kingdom,AUD,325
2019-10-01,Chile,AUD,95592
2019-10-01,Chile,EUR,98102
2019-10-01,South Africa,EUR,4757
2019-10-01,United Arab Emirates,USD,61949
2019-10-01,Austria,GBP,73457
2019-10-01,United Arab Emirates,USD,46073
2019-10-01,South Africa,EUR,71420
2019-10-01,Austria,CAD,65647
2019-10-01,United Arab Emirates,CAD,55970
2019-10-01,Latvia,CAD,40572
2019-10-01,South Africa,AUD,33101
2019-10-01,United States of America,EUR,46460
2019-10-01,United Arab Emirates,AUD,82212
2019-10-01,Latvia,EUR,10651
2019-10-01,Latvia,EUR,34361
2019-10-01,Qatar,USD,66915
2019-10-01,Belgium,GBP,81255
2019-10-01,United States of America,GBP,41279
2019-10-01,Belgium,GBP,43507
2019-10-01,United Kingdom,GBP,70369
2019-10-01,Qatar,EUR,91924
2019-10-01,Austria,EUR,2133
2019-10-01,United States of America,AUD,3550
2019-10-01,Qatar,EUR,39931
2019-10-01,Qatar,EUR,99019
2019-10-02,United Arab Emirates,USD,90625
2019-10-02,South Africa,CAD,52406
2019-10-02,Latvia,AUD,48038
2019-10-02,Latvia,EUR,46872
2019-10-02,United States of America,CAD,39268
2019-10-02,United Kingdom,USD,98020
2019-10-02,Austria,USD,94177
2019-10-02,Qatar,EUR,20008
2019-10-02,United Arab Emirates,EUR,28394
2019-10-02,Italy,GBP,11350
2019-10-02,Qatar,CAD,950
2019-10-02,United States of America,CAD,60213
2019-10-02,United Kingdom,CAD,92283
2019-10-02,United States of America,CAD,9154
2019-10-02,Belgium,USD,66133
2019-10-02,United States of America,AUD,68476
2019-10-02,United Arab Emirates,AUD,39205
2019-10-02,United States of America,EUR,13036
2019-10-02,Latvia,CAD,55098
2019-10-02,South Africa,USD,4428
2019-10-02,Italy,GBP,1677
2019-10-02,United Arab Emirates,USD,44891
2019-10-02,Belgium,CAD,3722
2019-10-02,Qatar,CAD,29030
2019-10-02,United Arab Emirates,AUD,25312
2019-10-02,Latvia,EUR,13582
2019-10-02,Austria,EUR,97574
2019-10-02,United Kingdom,AUD,44399
2019-10-02,Italy,USD,51526
2019-10-02,Latvia,USD,22644
2019-10-02,South Africa,CAD,71517
2019-10-02,South Africa,GBP,56559
2019-10-02,Chile,EUR,96597
2019-10-02,Italy,EUR,67048
2019-10-02,Chile,GBP,62198
2019-10-02,South Africa,EUR,44638
2019-10-02,Italy,CAD,68824
2019-10-02,Austria,GBP,98225
2019-10-02,Chile,EUR,10842
2019-10-02,Italy,EUR,8236
2019-10-02,Australia,AUD,19525
2019-10-02,United Arab Emirates,CAD,71341
2019-10-02,United Kingdom,AUD,62585
2019-10-02,Chile,EUR,19390
2019-10-02,South Africa,GBP,30193
2019-10-02,Qatar,EUR,82965
2019-10-02,United Kingdom,CAD,65819
2019-10-02,Australia,EUR,4853
2019-10-02,United Arab Emirates,CAD,51660
2019-10-02,United Kingdom,CAD,40267
2019-10-02,Chile,AUD,64731
2019-10-02,United Arab Emirates,GBP,7947
2019-10-02,Belgium,USD,73031
2019-10-02,Chile,USD,96528
2019-10-02,United Arab Emirates,USD,45934
2019-10-02,United Kingdom,EUR,62128
2019-10-02,South Africa,USD,59761
2019-10-02,South Africa,GBP,51716
2019-10-02,Austria,GBP,30996
2019-10-02,Australia,GBP,73442
2019-10-02,Belgium,USD,8621
2019-10-02,Italy,CAD,3046
2019-10-02,United States of America,AUD,42188
2019-10-02,Chile,USD,9130
2019-10-02,Latvia,USD,28241
2019-10-02,Belgium,CAD,71273
2019-10-02,United Kingdom,GBP,83814
2019-10-02,United Arab Emirates,AUD,23414
2019-10-02,Australia,USD,70493
2019-10-02,Belgium,GBP,36478
2019-10-02,Australia,AUD,93286
2019-10-02,Australia,AUD,79376
2019-10-02,Qatar,EUR,13886
2019-10-02,Qatar,CAD,302
2019-10-02,Belgium,GBP,9363
2019-10-02,United States of America,AUD,47654
2019-10-02,Australia,USD,70774
2019-10-02,United Kingdom,CAD,81569
2019-10-02,Latvia,GBP,30148
2019-10-02,Chile,GBP,56716
2019-10-02,Italy,GBP,98982
2019-10-02,Australia,EUR,39045
2019-10-02,Chile,EUR,89494
2019-10-02,United Kingdom,AUD,96945
2019-10-02,Australia,EUR,28539
2019-10-02,Italy,AUD,40910
2019-10-02,Chile,GBP,51053
2019-10-02,Australia,USD,97650
2019-10-02,Qatar,CAD,40452
2019-10-02,South Africa,AUD,23245
2019-10-02,Latvia,CAD,60471
2019-10-02,United States of America,CAD,95344
2019-10-02,United Kingdom,USD,38359
2019-10-02,Chile,EUR,12080
2019-10-02,Italy,USD,74450
2019-10-02,Australia,EUR,95659
2019-10-02,Italy,GBP,61046
2019-10-02,Australia,AUD,43378
2019-10-02,Chile,AUD,37009
2019-10-02,Chile,CAD,78578
2019-10-02,Austria,CAD,1630
2019-10-02,Australia,GBP,16676
2019-10-02,Belgium,CAD,78852
2019-10-02,United States of America,GBP,31541
2019-10-02,Austria,CAD,62885
2019-10-02,Latvia,AUD,9693
2019-10-02,Italy,EUR,29076
2019-10-02,United States of America,CAD,91590
2019-10-02,Qatar,USD,24813
2019-10-02,United Kingdom,EUR,26972
2019-10-02,Qatar,USD,89579
2019-10-02,South Africa,EUR,16447
2019-10-02,South Africa,GBP,95326
2019-10-02,United Kingdom,GBP,54422
2019-10-02,Qatar,EUR,22951
2019-10-02,South Africa,EUR,88257
2019-10-02,United States of America,AUD,19142
2019-10-02,United Kingdom,CAD,54173
2019-10-02,United Kingdom,EUR,65410
2019-10-02,United Arab Emirates,EUR,28989
2019-10-02,United Arab Emirates,EUR,29876
2019-10-02,Qatar,AUD,40041
2019-10-02,Latvia,AUD,46750
2019-10-02,South Africa,EUR,67212
2019-10-02,South Africa,EUR,93812
2019-10-02,Australia,GBP,22386
2019-10-02,Austria,CAD,18682
2019-10-02,United Arab Emirates,USD,52465
2019-10-02,Australia,CAD,73086
2019-10-02,Qatar,USD,45927
2019-10-02,Latvia,GBP,67591
2019-10-02,Belgium,GBP,49955
2019-10-02,Chile,CAD,35792
2019-10-02,South Africa,AUD,75498
2019-10-02,Belgium,CAD,91890
2019-10-02,Australia,EUR,666
2019-10-02,United Kingdom,USD,5598
2019-10-02,United States of America,CAD,74277
2019-10-02,Latvia,GBP,78633
2019-10-02,United States of America,GBP,24951
2019-10-02,South Africa,CAD,76592
2019-10-02,Austria,USD,69859
2019-10-02,United Kingdom,USD,18786
2019-10-02,United States of America,AUD,90530
2019-10-02,Qatar,CAD,1566
2019-10-02,Qatar,CAD,31251
2019-10-02,Austria,AUD,15588
2019-10-02,United Kingdom,EUR,40037
2019-10-02,Austria,USD,48130
2019-10-02,Australia,GBP,79785
2019-10-02,Italy,GBP,9335
2019-10-02,Belgium,EUR,56628
2019-10-02,Australia,EUR,82602
2019-10-02,Belgium,EUR,37607
2019-10-02,Italy,CAD,37869
2019-10-02,United Arab Emirates,CAD,20977
2019-10-02,United Arab Emirates,AUD,15130
2019-10-02,Latvia,USD,11390
2019-10-02,United Arab Emirates,AUD,47324
2019-10-02,Italy,EUR,12950
2019-10-02,United Kingdom,CAD,88276
2019-10-02,Italy,GBP,44133
2019-10-02,Italy,EUR,52820
2019-10-02,Chile,CAD,45762
2019-10-02,Chile,EUR,4784
2019-10-02,South Africa,USD,85076
2019-10-02,Belgium,EUR,2611
2019-10-02,Belgium,USD,44575
2019-10-02,United Kingdom,CAD,9494
2019-10-02,South Africa,EUR,62089
2019-10-02,Australia,AUD,74976
2019-10-02,Italy,CAD,8401
2019-10-02,Australia,USD,41815
2019-10-02,United Arab Emirates,AUD,46353
2019-10-02,Qatar,USD,20917
2019-10-02,United Kingdom,CAD,44006
2019-10-02,United States of America,EUR,83110
2019-10-02,United Kingdom,AUD,31464
2019-10-02,Chile,GBP,86125
2019-10-02,Italy,AUD,44224
2019-10-02,Australia,USD,80332
2019-10-02,Austria,CAD,48103
2019-10-02,South Africa,AUD,52342
2019-10-02,Austria,EUR,56356
2019-10-02,United States of America,EUR,68434
2019-10-02,Belgium,CAD,9799
2019-10-02,Chile,EUR,65192
2019-10-02,Qatar,CAD,76975
2019-10-02,South Africa,AUD,37086
2019-10-02,United Arab Emirates,USD,2590
2019-10-02,United Arab Emirates,CAD,23827
2019-10-02,Australia,AUD,69644
2019-10-02,Austria,GBP,17090
2019-10-02,Qatar,EUR,15636
2019-10-02,United Arab Emirates,CAD,43770
2019-10-02,Belgium,EUR,40406
2019-10-02,Chile,GBP,30864
2019-10-02,Latvia,USD,11025
2019-10-02,United States of America,GBP,51398
2019-10-02,Australia,USD,63748
2019-10-02,Latvia,CAD,14107
2019-10-02,United Arab Emirates,CAD,39551
2019-10-02,Qatar,USD,50949
2019-10-02,Belgium,EUR,25652
2019-10-02,Qatar,GBP,45559
2019-10-02,Australia,EUR,17871
2019-10-02,United Arab Emirates,GBP,23333
2019-10-02,Belgium,USD,67236
2019-10-02,United Arab Emirates,EUR,66082
2019-10-02,United States of America,USD,15904
2019-10-02,Belgium,EUR,29587
2019-10-02,Austria,CAD,55941
2019-10-02,Italy,CAD,75595
2019-10-02,Italy,AUD,28146
2019-10-02,United States of America,AUD,71069
2019-10-02,Italy,AUD,78629
2019-10-02,Qatar,CAD,60679
2019-10-02,Belgium,EUR,75251
2019-10-02,Latvia,AUD,80586
2019-10-02,United Kingdom,EUR,62341
2019-10-02,Qatar,GBP,37392
2019-10-02,Qatar,CAD,41467
2019-10-02,United Arab Emirates,GBP,58556
2019-10-02,Austria,AUD,26257
2019-10-02,Italy,GBP,5572
2019-10-02,Austria,USD,39205
2019-10-02,Qatar,USD,5766
2019-10-02,South Africa,GBP,51943
2019-10-02,Qatar,USD,95746
2019-10-02,Latvia,EUR,2821
2019-10-02,Qatar,EUR,45120
2019-10-02,Qatar,EUR,40214
2019-10-02,Italy,GBP,3789
2019-10-02,South Africa,AUD,18188
2019-10-02,South Africa,EUR,29970
2019-10-02,South Africa,GBP,78239
2019-10-02,United Kingdom,AUD,98235
2019-10-02,Australia,CAD,70582
2019-10-02,Belgium,GBP,10494
2019-10-02,South Africa,USD,72262
2019-10-02,South Africa,CAD,21632
2019-10-02,Belgium,EUR,26739
2019-10-02,Belgium,AUD,46089
2019-10-02,United Kingdom,CAD,74097
2019-10-02,Australia,AUD,91293
2019-10-02,Australia,CAD,98458
2019-10-02,Austria,GBP,52234
2019-10-02,United States of America,CAD,58766
2019-10-02,South Africa,GBP,13316
2019-10-02,South Africa,USD,50814
2019-10-02,Austria,USD,44219
2019-10-02,United Kingdom,EUR,35905
2019-10-02,United Arab Emirates,EUR,7979
2019-10-02,Australia,EUR,80856
2019-10-02,Belgium,CAD,99451
2019-10-02,United Kingdom,GBP,64954
2019-10-02,Qatar,EUR,86966
2019-10-02,Australia,GBP,63891
2019-10-02,United Kingdom,GBP,3246
2019-10-02,Italy,GBP,96910
2019-10-02,Austria,USD,11216
2019-10-02,Belgium,AUD,29457
2019-10-02,United Arab Emirates,GBP,382
2019-10-02,Chile,AUD,66079
2019-10-02,Australia,EUR,4133
2019-10-02,Italy,EUR,76964
2019-10-02,United States of America,USD,23403
2019-10-02,Italy,CAD,2431
2019-10-02,Chile,AUD,32412
2019-10-02,South Africa,USD,76744
2019-10-02,United Arab Emirates,CAD,25141
2019-10-02,Austria,EUR,62286
2019-10-02,United Kingdom,EUR,13089
2019-10-02,United States of America,CAD,35472
2019-10-02,Latvia,GBP,34685
2019-10-02,South Africa,AUD,61276
2019-10-02,South Africa,AUD,17911
2019-10-02,United States of America,EUR,96452
2019-10-02,Chile,AUD,32063
2019-10-02,Chile,USD,87968
2019-10-02,Chile,GBP,27822
2019-10-02,United Arab Emirates,CAD,63797
2019-10-02,United States of America,USD,82485
2019-10-02,Latvia,EUR,25704
2019-10-02,Australia,AUD,31629
2019-10-02,United Kingdom,CAD,92399
2019-10-02,Qatar,EUR,21212
2019-10-02,Qatar,CAD,82395
2019-10-02,Chile,GBP,34497
2019-10-02,Belgium,USD,42544
2019-10-02,Chile,GBP,86832
2019-10-02,Austria,USD,88557
